code,hl,name
am,ru,Амхарский
ar,ru,Арабский
as,ru,Ассамский
az,ru,Азербайджанский
be,ru,Белорусский
bg,ru,Болгарский
bn,ru,Бенгальский
bs,ru,Боснийский
ca,ru,Каталанский
cs,ru,Чешский
da,ru,Датский
de,ru,Немецкий
el,ru,Греческий
en-GB,ru,Английский (Великобритания)
en-IN,ru,Английский (Индия)
en,ru,Английский
es,ru,Испанский
es-419,ru,Испанский (Латинская Америка)
es-US,ru,Испанский (Соединенные Штаты)
et,ru,Эстонский
eu,ru,Баскский
fa,ru,Персидский
fi,ru,Финский
fil,ru,Филиппинский
fr-CA,ru,Французский (Канада)
fr,ru,Французский
gl,ru,Галисийский
gu,ru,Гуджарати
hi,ru,Хинди
hr,ru,Хорватский
hu,ru,Венгерский
hy,ru,Армянский
id,ru,Индонезийский
is,ru,Исландский
it,ru,Итальянский
iw,ru,Иврит
ja,ru,Японский
ka,ru,Грузинский
kk,ru,Казахский
km,ru,Кхмерский
kn,ru,Каннада
ko,ru,Корейский
ky,ru,Киргизский
lo,ru,Лаосский
lt,ru,Литовский
lv,ru,Латышский
mk,ru,Македонский
ml,ru,Малаялам
mn,ru,Монгольский
mr,ru,Маратхи
ms,ru,Малайский
my,ru,Бирманский
no,ru,Норвежский
ne,ru,Непальский
nl,ru,Нидерландский
or,ru,Ория
pa,ru,Панджаби
pl,ru,Польский
pt,ru,Португальский
pt-PT,ru,Португальский (Португалия)
ro,ru,Румынский
ru,ru,Русский
si,ru,Сингальский
sk,ru,Словацкий
sl,ru,Словенский
sq,ru,Албанский
sr-Latn,ru,Сербский (латиница)
sr,ru,Сербский
sv,ru,Шведский
sw,ru,Суахили
ta,ru,Тамильский
te,ru,Телугу
th,ru,Тайский
tr,ru,Турецкий
uk,ru,Украинский
ur,ru,Урду
uz,ru,Узбекский
vi,ru,Вьетнамский
zh-CN,ru,Китайский (Китай)
zh-HK,ru,Китайский (Гонконг)
zh-TW,ru,Китайский (Тайвань)
zu,ru,Зулу
af,si,අෆ්‍රිකාන්ස්
am,si,ඇම්හාරික්
ar,si,අරාබි
as,si,ඇසෑම්
az,si,අසර්බයිජාන්
be,si,බෙලරුසියානු
bg,si,බල්ගේරියානු
bn,si,බෙංගාලි
bs,si,බොස්නියානු
ca,si,කැටලන්
cs,si,චෙක්
da,si,ඩැනිශ්
de,si,ජර්මන්
el,si,ග්‍රීක
en-GB,si,ඉංග්‍රීසි (එක්සත් රාජධානිය)
en-IN,si,ඉංග්‍රීසි (ඉන්දියාව)
en,si,ඉංග්‍රීසි
es,si,ස්පාඤ්ඤ
es-419,si,ස්පාඤ්ඤ (ලතින් ඇමෙරිකාව)
es-US,si,ස්පාඤ්ඤ (එක්සත් ජනපදය)
et,si,එස්තෝනියානු
eu,si,බාස්ක්
fa,si,පර්සියානු
fi,si,ෆින්ලන්ත
fil,si,පිලිපීන
fr-CA,si,ප්‍රංශ (කැනඩාව)
fr,si,ප්‍රංශ
gl,si,ගැලීසියානු
gu,si,ගුජරාටි
hi,si,හින්දි
hr,si,කෝඒෂියානු
hu,si,හන්ගේරියානු
hy,si,ආර්මේනියානු
id,si,ඉන්දුනීසියානු
is,si,අයිස්ලන්ත
it,si,ඉතාලි
iw,si,හීබෲ
ja,si,ජපන්
ka,si,ජෝර්ජියානු
kk,si,කසාඛ්
km,si,කමර්
kn,si,කණ්ණඩ
ko,si,කොරියානු
ky,si,කිර්ගිස්
lo,si,ලාඕ
lt,si,ලිතුවේනියානු
lv,si,ලැට්වියානු
mk,si,මැසිඩෝනියානු
ml,si,මලයාලම්
mn,si,මොංගෝලියානු
mr,si,මරාති
ms,si,මැලේ
my,si,බුරුම
no,si,නෝර්වීජියානු
ne,si,නේපාල
nl,si,ලන්දේසි
or,si,ඔඩියා
pa,si,පන්ජාබි
pl,si,පෝලන්ත
pt,si,පෘතුගීසි
pt-PT,si,පෘතුගීසි (පෘතුගාලය)
ro,si,රොමේනියානු
ru,si,රුසියානු
si,si,සිංහල
sk,si,ස්ලෝවැක්
sl,si,ස්ලෝවේනියානු
sq,si,ඇල්බේනියානු
sr-Latn,si,සර්බියානු (ලතින්)
sr,si,සර්බියානු
sv,si,ස්වීඩන්
sw,si,ස්වාහිලි
ta,si,දෙමළ
te,si,තෙළිඟු
th,si,තායි
tr,si,තුර්කි
uk,si,යුක්රේනියානු
ur,si,උර්දු
uz,si,උස්බෙක්
vi,si,වියට්නාම්
zh-CN,si,චීන (චීනය)
zh-HK,si,චීන (හොංකොං)
zh-TW,si,චීන (තායිවානය)
zu,si,සුලු
af,sk,Afrikánčina
am,sk,Amharčina
ar,sk,Arabčina
as,sk,Ásamčina
az,sk,Azerbajdžančina
be,sk,Bieloruština
bg,sk,Bulharčina
bn,sk,Bengálčina
bs,sk,Bosniačtina
ca,sk,Katalánčina
cs,sk,Čeština
da,sk,Dánčina
de,sk,Nemčina
el,sk,Gréčtina
en-GB,sk,Angličtina (Spojené kráľovstvo)
en-IN,sk,Angličtina (India)
en,sk,Angličtina
es,sk,Španielčina
es-419,sk,Španielčina (Latinská Amerika)
es-US,sk,Španielčina (Spojené štáty)
et,sk,Estónčina
eu,sk,Baskičtina
fa,sk,Perzština
fi,sk,Fínčina
fil,sk,Filipínčina
fr-CA,sk,Francúzština (Kanada)
fr,sk,Francúzština
gl,sk,Galícijčina
gu,sk,Gudžarátčina
hi,sk,Hindčina
hr,sk,Chorvátčina
hu,sk,Maďarčina
hy,sk,Arménčina
id,sk,Indonézština
is,sk,Islandčina
it,sk,Taliančina
iw,sk,Hebrejčina
ja,sk,Japončina
ka,sk,Gruzínčina
kk,sk,Kazaština
km,sk,Khmérčina
kn,sk,Kannadčina
ko,sk,Kórejčina
ky,sk,Kirgizština
lo,sk,Laoština
lt,sk,Litovčina
lv,sk,Lotyština
mk,sk,Macedónčina
ml,sk,Malajálamčina
mn,sk,Mongolčina
mr,sk,Maráthčina
ms,sk,Malajčina
my,sk,Barmčina
no,sk,Nórčina
ne,sk,Nepálčina
nl,sk,Holandčina
or,sk,Uríjčina
pa,sk,Pandžábčina
pl,sk,Poľština
pt,sk,Portugalčina
pt-PT,sk,Portugalčina (Portugalsko)
ro,sk,Rumunčina
ru,sk,Ruština
si,sk,Sinhalčina
sk,sk,Slovenčina
sl,sk,Slovinčina
sq,sk,Albánčina
sr-Latn,sk,Srbčina (latinka)
sr,sk,Srbčina
sv,sk,Švédčina
sw,sk,Swahilčina
ta,sk,Tamilčina
te,sk,Telugčina
th,sk,Thajčina
tr,sk,Turečtina
uk,sk,Ukrajinčina
ur,sk,Urdčina
uz,sk,Uzbečtina
vi,sk,Vietnamčina
zh-CN,sk,Čínština (Čína)
zh-HK,sk,Čínština (Hongkong)
zh-TW,sk,Čínština (Taiwan)
zu,sk,Zuluština
af,sl,afrikanščina
am,sl,amharščina
ar,sl,arabščina
as,sl,asamščina
az,sl,azerbajdžanščina
be,sl,beloruščina
bg,sl,bolgarščina
bn,sl,bengalščina
bs,sl,bosanščina
ca,sl,katalonščina
cs,sl,češčina
da,sl,danščina
de,sl,nemščina
el,sl,grščina
en-GB,sl,angleščina (Združeno kraljestvo)
en-IN,sl,angleščina (Indija)
en,sl,angleščina
es,sl,španščina
es-419,sl,španščina (Latinska Amerika)
es-US,sl,španščina (Združene države Amerike)
et,sl,estonščina
eu,sl,baskovščina
fa,sl,perzijščina
fi,sl,finščina
fil,sl,filipinščina
fr-CA,sl,francoščina (Kanada)
fr,sl,francoščina
gl,sl,galicijščina
gu,sl,gudžaratščina
hi,sl,hindijščina
hr,sl,hrvaščina
hu,sl,madžarščina
hy,sl,armenščina
id,sl,indonezijščina
is,sl,islandščina
it,sl,italijanščina
iw,sl,hebrejščina
ja,sl,japonščina
ka,sl,gruzijščina
kk,sl,kazaščina
km,sl,kmerščina
kn,sl,kanareščina
ko,sl,korejščina
ky,sl,kirgiščina
lo,sl,laoščina
lt,sl,litovščina
lv,sl,latvijščina
mk,sl,makedonščina
ml,sl,malajalamščina
mn,sl,mongolščina
mr,sl,maratščina
ms,sl,malajščina
my,sl,burmanščina
no,sl,norveščina
ne,sl,nepalščina
nl,sl,nizozemščina
or,sl,odijščina
pa,sl,pandžabščina
pl,sl,poljščina
pt,sl,portugalščina
pt-PT,sl,portugalščina (Portugalska)
ro,sl,romunščina
ru,sl,ruščina
si,sl,sinhalščina
sk,sl,slovaščina
sl,sl,slovenščina
sq,sl,albanščina
sr-Latn,sl,srbščina (latinica)
sr,sl,srbščina
sv,sl,švedščina
sw,sl,svahili
ta,sl,tamilščina
te,sl,telugijščina
th,sl,tajščina
tr,sl,turščina
uk,sl,ukrajinščina
ur,sl,urdujščina
uz,sl,uzbeščina
vi,sl,vietnamščina
zh-CN,sl,kitajščina (Kitajska)
zh-HK,sl,kitajščina (Hongkong)
zh-TW,sl,kitajščina (Tajvan)
zu,sl,zulujščina
af,sq,afrikanisht
am,sq,amarisht
ar,sq,arabisht
as,sq,asamezisht
az,sq,azerbajxhanisht
be,sq,bjellorusisht
bg,sq,bullgarisht
bn,sq,bengalisht
bs,sq,boshnjakisht
ca,sq,katalonisht
cs,sq,çekisht
da,sq,danisht
de,sq,gjermanisht
el,sq,greqisht
en-GB,sq,anglisht (Mbretëria e Bashkuar)
en-IN,sq,anglisht (Indi)
en,sq,anglisht
es,sq,spanjisht
es-419,sq,spanjisht (Amerika Latine)
es-US,sq,spanjisht (SHBA)
et,sq,estonisht
eu,sq,baskisht
fa,sq,persisht
fi,sq,finlandisht
fil,sq,filipinisht
fr-CA,sq,frëngjisht (Kanada)
fr,sq,frëngjisht
gl,sq,galicisht
gu,sq,guxharatisht
hi,sq,indisht
hr,sq,kroatisht
hu,sq,hungarisht
hy,sq,armenisht
id,sq,indonezisht
is,sq,islandisht
it,sq,italisht
iw,sq,hebraisht
ja,sq,japonisht
ka,sq,gjeorgjisht
kk,sq,kazakisht
km,sq,kmerisht
kn,sq,kanadisht
ko,sq,koreanisht
ky,sq,kirgizisht
lo,sq,laosisht
lt,sq,lituanisht
lv,sq,letonisht
mk,sq,maqedonisht
ml,sq,malajalamisht
mn,sq,mongolisht
mr,sq,maratisht
ms,sq,malajisht
my,sq,birmanisht
no,sq,norvegjisht
ne,sq,nepalisht
nl,sq,holandisht
or,sq,odisht
pa,sq,punxhabisht
pl,sq,polonisht
pt,sq,portugalisht
pt-PT,sq,portugalisht (Portugali)
ro,sq,rumanisht
ru,sq,rusisht
si,sq,sinhalisht
sk,sq,sllovakisht
sl,sq,sllovenisht
sq,sq,shqip
sr-Latn,sq,serbisht (latin)
sr,sq,serbisht
sv,sq,suedisht
sw,sq,suahilisht
ta,sq,tamilisht
te,sq,teluguisht
th,sq,tajlandisht
tr,sq,turqisht
uk,sq,ukrainisht
ur,sq,urduisht
uz,sq,uzbekisht
vi,sq,vietnamisht
zh-CN,sq,kinezisht (Kinë)
zh-HK,sq,kinezisht (Hong-Kong)
zh-TW,sq,kinezisht (Tajvan)
zu,sq,zuluisht
af,sr,африканс
am,sr,амхарски
ar,sr,арапски
as,sr,асамски
az,sr,азербејџански
be,sr,белоруски
bg,sr,бугарски
bn,sr,бенгалски
bs,sr,босански
ca,sr,каталонски
cs,sr,чешки
da,sr,дански
de,sr,немачки
el,sr,грчки
en-GB,sr,енглески (Уједињено Краљевство)
en-IN,sr,енглески (Индија)
en,sr,енглески
es,sr,шпански
es-419,sr,шпански (Латинска Америка)
es-US,sr,шпански (Сједињене Државе)
et,sr,естонски
eu,sr,баскијски
fa,sr,персијски
fi,sr,фински
fil,sr,филипински
fr-CA,sr,француски (Канада)
fr,sr,француски
gl,sr,галицијски
gu,sr,гуџарати
hi,sr,хинди
hr,sr,хрватски
hu,sr,мађарски
hy,sr,јерменски
id,sr,индонежански
is,sr,исландски
it,sr,италијански
iw,sr,хебрејски
ja,sr,јапански
ka,sr,грузијски
kk,sr,казашки
km,sr,кмерски
kn,sr,канада
ko,sr,корејски
ky,sr,киргиски
lo,sr,лаоски
lt,sr,литвански
lv,sr,летонски
mk,sr,македонски
ml,sr,малајалам
mn,sr,монголски
mr,sr,марати
ms,sr,малајски
my,sr,бурмански
no,sr,норвешки
ne,sr,непалски
nl,sr,холандски
or,sr,одија
pa,sr,пенџапски
pl,sr,пољски
pt,sr,португалски
pt-PT,sr,португалски (Португалија)
ro,sr,румунски
ru,sr,руски
si,sr,синхалешки
sk,sr,словачки
sl,sr,словеначки
sq,sr,албански
sr-Latn,sr,српски (латиница)
sr,sr,српски
sv,sr,шведски
sw,sr,свахили
ta,sr,тамилски
te,sr,телугу
th,sr,тајски
tr,sr,турски
uk,sr,украјински
ur,sr,урду
uz,sr,узбечки
vi,sr,вијетнамски
zh-CN,sr,кинески (Кина)
zh-HK,sr,кинески (Хонгконг)
zh-TW,sr,кинески (Тајван)
zu,sr,зулу
af,sr-Latn,afrikans
am,sr-Latn,amharski
ar,sr-Latn,arapski
as,sr-Latn,asamski
az,sr-Latn,azerbejdžanski
be,sr-Latn,beloruski
bg,sr-Latn,bugarski
bn,sr-Latn,bengalski
bs,sr-Latn,bosanski
ca,sr-Latn,katalonski
cs,sr-Latn,češki
da,sr-Latn,danski
de,sr-Latn,nemački
el,sr-Latn,grčki
en-GB,sr-Latn,engleski (Ujedinjeno Kraljevstvo)
en-IN,sr-Latn,engleski (Indija)
en,sr-Latn,engleski
es,sr-Latn,španski
es-419,sr-Latn,španski (Latinska Amerika)
es-US,sr-Latn,španski (Sjedinjene Države)
et,sr-Latn,estonski
eu,sr-Latn,baskijski
fa,sr-Latn,persijski
fi,sr-Latn,finski
fil,sr-Latn,filipinski
fr-CA,sr-Latn,francuski (Kanada)
fr,sr-Latn,francuski
gl,sr-Latn,galicijski
gu,sr-Latn,gudžarati
hi,sr-Latn,hindi
hr,sr-Latn,hrvatski
hu,sr-Latn,mađarski
hy,sr-Latn,jermenski
id,sr-Latn,indonežanski
is,sr-Latn,islandski
it,sr-Latn,italijanski
iw,sr-Latn,hebrejski
ja,sr-Latn,japanski
ka,sr-Latn,gruzijski
kk,sr-Latn,kazaški
km,sr-Latn,kmerski
kn,sr-Latn,kanada
ko,sr-Latn,korejski
ky,sr-Latn,kirgiski
lo,sr-Latn,laoski
lt,sr-Latn,litvanski
lv,sr-Latn,letonski
mk,sr-Latn,makedonski
ml,sr-Latn,malajalam
mn,sr-Latn,mongolski
mr,sr-Latn,marati
ms,sr-Latn,malajski
my,sr-Latn,burmanski
no,sr-Latn,norveški
ne,sr-Latn,nepalski
nl,sr-Latn,holandski
or,sr-Latn,odija
pa,sr-Latn,pendžapski
pl,sr-Latn,poljski
pt,sr-Latn,portugalski
pt-PT,sr-Latn,portugalski (Portugalija)
ro,sr-Latn,rumunski
ru,sr-Latn,ruski
si,sr-Latn,sinhaleški
sk,sr-Latn,slovački
sl,sr-Latn,slovenački
sq,sr-Latn,albanski
sr-Latn,sr-Latn,srpski (latinica)
sr,sr-Latn,srpski
sv,sr-Latn,švedski
sw,sr-Latn,svahili
ta,sr-Latn,tamilski
te,sr-Latn,telugu
th,sr-Latn,tajski
tr,sr-Latn,turski
uk,sr-Latn,ukrajinski
ur,sr-Latn,urdu
uz,sr-Latn,uzbečki
vi,sr-Latn,vijetnamski
zh-CN,sr-Latn,kineski (Kina)
zh-HK,sr-Latn,kineski (Hongkong)
zh-TW,sr-Latn,kineski (Tajvan)
zu,sr-Latn,zulu
af,sv,Afrikaans
am,sv,Amhariska
ar,sv,Arabiska
as,sv,Assamesiska
az,sv,Azerbajdzjanska
be,sv,Belarusiska
bg,sv,Bulgariska
bn,sv,Bengali
bs,sv,Bosniska
ca,sv,Katalanska
cs,sv,Tjeckiska
da,sv,Danska
de,sv,Tyska
el,sv,Grekiska
en-GB,sv,Engelska (Storbritannien)
en-IN,sv,Engelska (Indien)
en,sv,Engelska
es,sv,Spanska
es-419,sv,Spanska (Latinamerika)
es-US,sv,Spanska (USA)
et,sv,Estniska
eu,sv,Baskiska
fa,sv,Persiska
fi,sv,Finska
fil,sv,Filippinska
fr-CA,sv,Franska (Kanada)
fr,sv,Franska
gl,sv,Galiciska
gu,sv,Gujarati
hi,sv,Hindi
hr,sv,Kroatiska
hu,sv,Ungerska
hy,sv,Armeniska
id,sv,Indonesiska
is,sv,Isländska
it,sv,Italienska
iw,sv,Hebreiska
ja,sv,Japanska
ka,sv,Georgiska
kk,sv,Kazakiska
km,sv,Kambodjanska
kn,sv,Kannada
ko,sv,Koreanska
ky,sv,Kirgiziska
lo,sv,Laotiska
lt,sv,Litauiska
lv,sv,Lettiska
mk,sv,Makedonska
ml,sv,Malayalam
mn,sv,Mongoliska
mr,sv,Marathi
ms,sv,Malajiska
my,sv,Burmesiska
no,sv,Norska
ne,sv,Nepalesiska
nl,sv,Nederländska
or,sv,Oriya
pa,sv,Punjabi
pl,sv,Polska
pt,sv,Portugisiska
pt-PT,sv,Portugisiska (Portugal)
ro,sv,Rumänska
ru,sv,Ryska
si,sv,Singalesiska
sk,sv,Slovakiska
sl,sv,Slovenska
sq,sv,Albanska
sr-Latn,sv,Serbiska (latinska)
sr,sv,Serbiska
sv,sv,Svenska
sw,sv,Swahili
ta,sv,Tamil
te,sv,Telugu
th,sv,Thailändska
tr,sv,Turkiska
uk,sv,Ukrainska
ur,sv,Urdu
uz,sv,Uzbekiska
vi,sv,Vietnamesiska
zh-CN,sv,Kinesiska (Kina)
zh-HK,sv,Kinesiska (Hongkong)
zh-TW,sv,Kinesiska (Taiwan)
zu,sv,Zulu
af,sw,Kiafrikana
am,sw,Kiamhari
ar,sw,Kiarabu
as,sw,Kiassam
az,sw,Kiazerbaijani
be,sw,Kibelarusi
bg,sw,Kibulgaria
bn,sw,Kibengali
bs,sw,Kibosnia
ca,sw,Kikatalani
cs,sw,Kicheki
da,sw,Kidenmaki
de,sw,Kijerumani
el,sw,Kigiriki
en-GB,sw,Kiingereza (Ufalme wa Muungano)
en-IN,sw,Kiingereza (India)
en,sw,Kiingereza
es,sw,Kihispania
es-419,sw,Kihispania (Amerika ya Kilatini)
es-US,sw,Kihispania (Marekani)
et,sw,Kiestonia
eu,sw,Kibaski
fa,sw,Kiajemi
fi,sw,Kifini
fil,sw,Kifilipino
fr-CA,sw,Kifaransa (Kanada)
fr,sw,Kifaransa
gl,sw,Kigalisi
gu,sw,Kigujarati
hi,sw,Kihindi
hr,sw,Kikorasia
hu,sw,Kihungaria
hy,sw,Kiarmenia
id,sw,Kiindonesia
is,sw,Kiisilandi
it,sw,Kiitaliano
iw,sw,Kiebrania
ja,sw,Kijapani
ka,sw,Kijojia
kk,sw,Kikazakh
km,sw,Kikambodia
kn,sw,Kikannada
ko,sw,Kikorea
ky,sw,Kikyrgyz
lo,sw,Kilaosi
lt,sw,Kilithuania
lv,sw,Kilatvia
mk,sw,Kimacedonia
ml,sw,Kimalayalamu
mn,sw,Kimongolia
mr,sw,Kimarathi
ms,sw,Kimalei
my,sw,Kiburma
no,sw,Kinorwe
ne,sw,Kinepali
nl,sw,Kiholanzi
or,sw,Kioriya
pa,sw,Kipunjabi
pl,sw,Kipolandi
pt,sw,Kireno
pt-PT,sw,Kireno (Ureno)
ro,sw,Kiromania
ru,sw,Kirusi
si,sw,Kisinhala
sk,sw,Kislovakia
sl,sw,Kislovenia
sq,sw,Kialbania
sr-Latn,sw,Kiserbia (Kilatini)
sr,sw,Kiserbia
sv,sw,Kiswidi
sw,sw,Kiswahili
ta,sw,Kitamili
te,sw,Kitelugu
th,sw,Kithai
tr,sw,Kituruki
uk,sw,Kiukraini
ur,sw,Kiurdu
uz,sw,Kiuzbeki
vi,sw,Kivietinamu
zh-CN,sw,Kichina (Uchina)
zh-HK,sw,Kichina (Hong Kong)
zh-TW,sw,Kichina (Taiwan)
zu,sw,Kizulu
af,ta,ஆஃப்ரிகான்ஸ்
am,ta,அம்ஹாரிக்
ar,ta,அரபிக்
as,ta,அஸ்ஸாமீஸ்
az,ta,அசர்பைஜானி
be,ta,பெலாருஷியன்
bg,ta,பல்கேரியன்
bn,ta,வங்காளம்
bs,ta,போஸ்னியன்
ca,ta,கேட்டலான்
cs,ta,செக்
da,ta,டேனிஷ்
de,ta,ஜெர்மன்
el,ta,கிரேக்கம்
en-GB,ta,ஆங்கிலம் (யுனைடெட் கிங்டம்)
en-IN,ta,ஆங்கிலம் (இந்தியா)
en,ta,ஆங்கிலம்
es,ta,ஸ்பானிஷ்
es-419,ta,ஸ்பானிஷ் (லத்தீன் அமெரிக்கா)
es-US,ta,ஸ்பானிஷ் (அமெரிக்கா)
et,ta,எஸ்டோனியன்
eu,ta,பாஸ்க்
fa,ta,பெர்ஷியன்
fi,ta,ஃபின்னிஷ்
fil,ta,ஃபிலிபினோ
fr-CA,ta,பிரெஞ்சு (கனடா)
fr,ta,பிரெஞ்சு
gl,ta,காலிஸியன்
gu,ta,குஜராத்தி
hi,ta,இந்தி
hr,ta,குரோஷியன்
hu,ta,ஹங்கேரியன்
hy,ta,ஆர்மேனியன்
id,ta,இந்தோனேஷியன்
is,ta,ஐஸ்லேண்டிக்
it,ta,இத்தாலியன்
iw,ta,ஹீப்ரூ
ja,ta,ஜப்பானியம்
ka,ta,ஜார்ஜியன்
kk,ta,கசாக்
km,ta,கெமெர்
kn,ta,கன்னடம்
ko,ta,கொரியன்
ky,ta,கிர்கிஸ்
lo,ta,லாவோ
lt,ta,லிதுவேனியன்
lv,ta,லாட்வியன்
mk,ta,மாஸிடோனியன்
ml,ta,மலையாளம்
mn,ta,மங்கோலியன்
mr,ta,மராத்தி
ms,ta,மலாய்
my,ta,பர்மீஸ்
no,ta,நார்வேஜியன்
ne,ta,நேபாளி
nl,ta,டச்சு
or,ta,ஒடியா
pa,ta,பஞ்சாபி
pl,ta,போலிஷ்
pt,ta,போர்ச்சுகீஸ்
pt-PT,ta,போர்ச்சுகீஸ் (போர்ச்சுக்கல்)
ro,ta,ரோமேனியன்
ru,ta,ரஷியன்
si,ta,சிங்களம்
sk,ta,ஸ்லோவாக்
sl,ta,ஸ்லோவேனியன்
sq,ta,அல்பேனியன்
sr-Latn,ta,செர்பியன் (லத்தின்)
sr,ta,செர்பியன்
sv,ta,ஸ்வீடிஷ்
sw,ta,ஸ்வாஹிலி
ta,ta,தமிழ்
te,ta,தெலுங்கு
th,ta,தாய்
tr,ta,துருக்கிஷ்
uk,ta,உக்ரைனியன்
ur,ta,உருது
uz,ta,உஸ்பெக்
vi,ta,வியட்நாமீஸ்
zh-CN,ta,சீனம் (சீனா)
zh-HK,ta,சீனம் (ஹாங்காங்)
zh-TW,ta,சீனம் (தைவான்)
zu,ta,ஜுலு
af,te,ఆఫ్రికాన్స్
am,te,అమ్హారిక్
ar,te,అరబిక్
as,te,అస్సామీస్
az,te,అజర్బైజాని
be,te,బెలారుషియన్
bg,te,బల్గేరియన్
bn,te,బంగ్లా
bs,te,బోస్నియన్
ca,te,కాటలాన్
cs,te,చెక్
da,te,డానిష్
de,te,జర్మన్
el,te,గ్రీక్
en-GB,te,ఇంగ్లీష్ (యునైటెడ్ కింగ్‌డమ్)
en-IN,te,ఇంగ్లీష్ (భారతదేశం)
en,te,ఇంగ్లీష్
es,te,స్పానిష్
es-419,te,స్పానిష్ (లాటిన్ అమెరికా)
es-US,te,స్పానిష్ (యునైటెడ్ స్టేట్స్)
et,te,ఎస్టోనియన్
eu,te,బాస్క్యూ
fa,te,పర్షియన్
fi,te,ఫిన్నిష్
fil,te,ఫిలిపినో
fr-CA,te,ఫ్రెంచ్ (కెనడా)
fr,te,ఫ్రెంచ్
gl,te,గాలిషియన్
gu,te,గుజరాతి
hi,te,హిందీ
hr,te,క్రొయేషియన్
hu,te,హంగేరియన్
hy,te,ఆర్మేనియన్
id,te,ఇండోనేషియన్
is,te,ఐస్లాండిక్
it,te,ఇటాలియన్
iw,te,హిబ్రూ
ja,te,జపనీస్
ka,te,జార్జియన్
kk,te,కజఖ్
km,te,ఖ్మేర్
kn,te,కన్నడ
ko,te,కొరియన్
ky,te,కిర్గిజ్
lo,te,లావో
lt,te,లిథువేనియన్
lv,te,లాట్వియన్
mk,te,మాసిడోనియన్
ml,te,మలయాళం
mn,te,మంగోలియన్
mr,te,మరాఠీ
ms,te,మలయ్
my,te,బర్మీస్
no,te,నార్వేజియన్
ne,te,నేపాలి
nl,te,డచ్
or,te,ఒడియా
pa,te,పంజాబీ
pl,te,పోలిష్
pt,te,పోర్చుగీస్
pt-PT,te,పోర్చుగీస్ (పోర్చుగల్)
ro,te,రోమేనియన్
ru,te,రష్యన్
si,te,సింహళం
sk,te,స్లోవక్
sl,te,స్లోవేనియన్
sq,te,అల్బేనియన్
sr-Latn,te,సెర్బియన్ (లాటిన్)
sr,te,సెర్బియన్
sv,te,స్వీడిష్
sw,te,స్వాహిలి
ta,te,తమిళము
te,te,తెలుగు
th,te,థాయ్
tr,te,టర్కిష్
uk,te,ఉక్రెయినియన్
ur,te,ఉర్దూ
uz,te,ఉజ్బెక్
vi,te,వియత్నామీస్
zh-CN,te,చైనీస్ (చైనా)
zh-HK,te,చైనీస్ (హాంకాంగ్)
zh-TW,te,చైనీస్ (తైవాన్)
zu,te,జూలూ
af,th,แอฟริกานส์
am,th,อัมฮารา
ar,th,อาหรับ
as,th,อัสสัม
az,th,อาเซอร์ไบจาน
be,th,เบลารุส
bg,th,บัลแกเรีย
bn,th,บังกลา
bs,th,บอสเนีย
ca,th,คาตาลัน
cs,th,เช็ก
da,th,เดนมาร์ก
de,th,เยอรมัน
el,th,กรีก
en-GB,th,อังกฤษ (สหราชอาณาจักร)
en-IN,th,อังกฤษ (อินเดีย)
en,th,อังกฤษ
es,th,สเปน
es-419,th,สเปน (ละตินอเมริกา)
es-US,th,สเปน (สหรัฐอเมริกา)
et,th,เอสโตเนีย
eu,th,บาสก์
fa,th,เปอร์เซีย
fi,th,ฟินแลนด์
fil,th,ฟิลิปปินส์
fr-CA,th,ฝรั่งเศส (แคนาดา)
fr,th,ฝรั่งเศส
gl,th,กาลิเซีย
gu,th,คุชราต
hi,th,ฮินดี
hr,th,โครเอเชีย
hu,th,ฮังการี
hy,th,อาร์เมเนีย
id,th,อินโดนีเซีย
is,th,ไอซ์แลนด์
it,th,อิตาลี
iw,th,ฮิบรู
ja,th,ญี่ปุ่น
ka,th,จอร์เจีย
kk,th,คาซัค
km,th,เขมร
kn,th,กันนาดา
ko,th,เกาหลี
ky,th,คีร์กีซ
lo,th,ลาว
lt,th,ลิทัวเนีย
lv,th,ลัตเวีย
mk,th,มาซิโดเนีย
ml,th,มาลายาลัม
mn,th,มองโกเลีย
mr,th,มราฐี
ms,th,มาเลย์
my,th,พม่า
no,th,นอร์เวย์
ne,th,เนปาล
nl,th,ดัตช์
or,th,โอดิยา
pa,th,ปัญจาบ
pl,th,โปแลนด์
pt,th,โปรตุเกส
pt-PT,th,โปรตุเกส (โปรตุเกส)
ro,th,โรมาเนีย
ru,th,รัสเซีย
si,th,สิงหล
sk,th,สโลวัก
sl,th,สโลวีเนีย
sq,th,แอลเบเนีย
sr-Latn,th,เซอร์เบีย (ละติน)
sr,th,เซอร์เบีย
sv,th,สวีเดน
sw,th,สวาฮีลี
ta,th,ทมิฬ
te,th,เตลูกู
th,th,ไทย
tr,th,ตุรกี
uk,th,ยูเครน
ur,th,อูรดู
uz,th,อุซเบก
vi,th,เวียดนาม
zh-CN,th,จีน (จีน)
zh-HK,th,จีน (ฮ่องกง)
zh-TW,th,จีน (ไต้หวัน)
zu,th,ซูลู
af,tr,Afrikaanca
am,tr,Amharca
ar,tr,Arapça
as,tr,Assamca
az,tr,Azerbaycan dili
be,tr,Belarusça
bg,tr,Bulgarca
bn,tr,Bengalce
bs,tr,Boşnakça
ca,tr,Katalanca
cs,tr,Çekçe
da,tr,Danca
de,tr,Almanca
